day_week,number_pair,pair_type,id_class,id_type_class,id_audience,id_teacher,id_group
1,1,2,29,2,13,5,11
1,1,2,49,2,12,16,19
1,1,3,155,2,9,4,36
1,1,3,179,2,11,21,27
1,2,1,65,2,13,21,20
1,2,1,65,2,13,21,21
1,2,1,141,1,8,27,35
1,2,1,141,1,8,27,36
1,2,1,141,1,8,27,37
1,2,1,141,1,8,27,38
1,2,2,64,2,13,21,19
1,2,2,174,1,15,18,39
1,2,3,10,2,11,5,7
1,2,3,10,2,11,5,8
1,2,3,21,2,12,11,12
1,3,1,183,2,13,11,33
1,3,1,183,2,13,11,34
1,3,2,112,2,13,11,33
1,3,2,112,2,13,11,34
1,3,3,25,2,12,5,2
1,3,3,25,2,12,5,4
1,3,3,25,2,12,5,10
1,3,3,25,2,12,5,13
1,3,3,138,2,9,21,35
1,4,1,66,2,13,21,22
1,4,1,66,2,13,21,23
1,4,1,110,1,8,22,32
1,4,1,110,1,8,22,33
1,4,1,110,1,8,22,34
1,4,1,172,1,15,18,39
1,4,2,71,1,8,23,24
1,4,2,71,1,8,23,25
1,4,2,71,1,8,23,26
1,4,3,13,2,11,7,10
1,4,3,22,2,12,11,2
1,4,3,22,2,12,11,4
1,4,3,22,2,12,11,13
1,4,3,22,2,12,11,14
1,4,3,91,2,9,26,28
1,4,3,91,2,9,26,29
1,5,1,77,1,8,25,24
1,5,1,77,1,8,25,25
1,5,1,77,1,8,25,26
1,5,1,123,2,13,3,33
1,5,1,123,2,13,3,34
1,5,2,34,1,13,13,15
1,5,2,58,2,9,20,20
1,5,2,58,2,9,20,21
1,5,3,16,2,11,9,2
1,5,3,16,2,11,9,4
1,5,3,16,2,11,9,13
1,5,3,16,2,11,9,14
1,5,3,18,2,12,10,9
1,5,3,129,2,14,23,32
1,6,1,6,2,9,3,3
1,6,1,6,2,9,3,4
1,6,1,128,1,8,23,32
1,6,1,128,1,8,23,33
1,6,1,128,1,8,23,34
1,6,3,99,2,11,17,30
1,6,3,103,2,13,20,31
2,1,1,151,2,9,1,36
2,1,2,147,1,8,14,36
2,1,2,171,2,14,28,38
2,1,3,35,1,13,13,17
2,1,3,46,2,11,2,20
2,1,3,46,2,11,2,21
2,2,1,5,2,9,3,1
2,2,1,5,2,9,3,2
2,2,1,96,1,7,15,27
2,2,1,96,1,7,15,28
2,2,1,96,1,7,15,30
2,2,1,96,1,7,15,32
2,2,1,96,1,7,15,33
2,2,2,55,2,13,19,22
2,2,2,55,2,13,19,23
2,2,2,160,1,8,27,35
2,2,2,160,1,8,27,36
2,2,2,160,1,8,27,37
2,2,2,160,1,8,27,38
2,2,3,42,2,12,11,20
2,2,3,42,2,12,11,21
2,2,3,72,2,14,12,24
2,3,1,69,2,13,5,20
2,3,1,69,2,13,5,21
2,3,1,113,1,8,25,27
2,3,1,113,1,8,25,28
2,3,1,113,1,8,25,29
2,3,1,113,1,8,25,30
2,3,1,113,1,8,25,31
2,3,2,40,1,7,12,19
2,3,2,40,1,7,12,20
2,3,2,40,1,7,12,21
2,3,2,40,1,7,12,22
2,3,2,40,1,7,12,23
2,3,3,20,2,12,11,11
2,3,3,76,2,11,24,25
2,3,3,76,2,11,24,26
2,3,3,140,2,9,17,37
2,3,3,140,2,9,17,38
2,4,1,53,2,13,19,19
2,4,1,79,2,9,20,25
2,4,1,79,2,9,20,26
2,4,1,168,1,7,22,37
2,4,2,67,1,8,10,19
2,4,2,67,1,8,10,20
2,4,2,67,1,8,10,21
2,4,2,67,1,8,10,22
2,4,2,67,1,8,10,23
2,4,2,104,2,13,20,34
2,4,2,169,2,9,22,37
2,4,3,107,2,11,21,27
2,4,3,167,2,14,6,38
2,5,1,57,2,9,20,19
2,5,2,108,2,11,21,28
2,5,2,108,2,11,21,29
2,5,2,114,2,9,20,27
2,5,2,170,1,7,25,38
2,5,3,70,2,13,10,22
2,5,3,70,2,13,10,23
2,6,2,7,2,9,3,5
2,6,2,176,1,15,15,40
2,6,3,19,2,12,10,10
3,1,1,50,2,12,17,20
3,1,1,50,2,12,17,21
3,1,2,87,2,9,20,24
3,1,2,90,2,12,11,27
3,1,3,1,1,8,1,1
3,1,3,1,1,8,1,2
3,1,3,1,1,8,1,3
3,1,3,1,1,8,1,4
3,1,3,1,1,8,1,5
3,1,3,12,2,11,7,9
3,1,3,36,1,13,13,8
3,1,3,36,1,13,13,18
3,2,1,79,2,9,20,25
3,2,1,79,2,9,20,26
3,2,2,114,2,9,20,27
3,2,3,17,1,8,10,2
3,2,3,17,1,8,10,4
3,2,3,17,1,8,10,9
3,2,3,17,1,8,10,10
3,2,3,17,1,8,10,11
3,2,3,17,1,8,10,12
3,2,3,17,1,8,10,13
3,2,3,41,2,12,11,19
3,2,3,69,2,13,5,20
3,2,3,69,2,13,5,21
3,2,3,75,2,11,24,24
3,3,2,154,2,14,11,37
3,3,2,154,2,14,11,38
3,3,3,11,1,7,6,2
3,3,3,11,1,7,6,4
3,3,3,11,1,7,6,9
3,3,3,11,1,7,6,10
3,3,3,11,1,7,6,11
3,3,3,11,1,7,6,12
3,3,3,11,1,7,6,13
3,3,3,68,2,13,10,19
3,3,3,78,2,9,20,24
3,3,3,109,2,11,21,30
3,3,3,109,2,11,21,31
3,4,1,23,1,8,12,2
3,4,1,23,1,8,12,4
3,4,1,23,1,8,12,9
3,4,1,23,1,8,12,10
3,4,1,23,1,8,12,11
3,4,1,23,1,8,12,13
3,4,1,132,2,12,16,32
3,4,1,143,2,14,27,36
3,4,2,86,1,8,25,24
3,4,2,86,1,8,25,25
3,4,2,86,1,8,25,26
3,4,3,105,2,13,21,29
3,4,3,116,2,9,20,30
3,4,3,116,2,9,20,31
3,4,3,161,2,11,3,35
3,5,1,164,1,15,23,37
3,5,2,51,2,12,17,22
3,5,2,51,2,12,17,23
3,5,2,158,2,14,23,35
3,5,3,93,1,8,25,32
3,5,3,93,1,8,25,33
3,5,3,93,1,8,25,34
3,5,3,119,2,13,20,28
3,5,3,119,2,13,20,29
3,5,3,127,2,9,12,30
3,5,3,127,2,9,12,31
3,5,3,162,2,11,3,36
3,6,1,59,2,9,20,22
3,6,1,59,2,9,20,23
3,6,1,131,1,7,15,32
3,6,1,131,1,7,15,33
3,6,1,131,1,7,15,34
3,6,2,102,1,8,15,29
3,6,2,102,1,8,15,31
3,6,2,102,1,8,15,34
3,6,2,146,2,9,22,35
3,6,2,173,2,15,18,39
3,6,3,31,2,12,3,15
3,6,3,31,2,12,3,16
4,1,2,3,2,9,2,3
4,1,2,3,2,9,2,4
4,1,3,15,2,11,3,12
4,1,3,84,2,12,11,24
4,2,1,5,2,9,3,1
4,2,1,5,2,9,3,2
4,2,1,38,2,11,8,15
4,2,1,38,2,11,8,18
4,2,1,74,1,8,24,24
4,2,1,74,1,8,24,25
4,2,1,74,1,8,24,26
4,2,1,90,2,12,11,27
4,2,1,120,2,13,20,30
4,2,1,120,2,13,20,31
4,2,1,166,1,7,6,38
4,2,2,52,1,7,18,19
4,2,2,52,1,7,18,20
4,2,2,52,1,7,18,21
4,2,2,52,1,7,18,22
4,2,2,52,1,7,18,23
4,2,2,111,2,13,11,32
4,2,2,148,2,14,14,36
4,3,1,60,1,7,15,24
