day_week,number_pair,pair_type,id_class,id_type_class,id_audience,id_teacher,id_group
1,1,1,173,2,10,18,39
1,1,1,22,2,6,11,2
1,1,1,22,2,6,11,4
1,1,1,22,2,6,11,13
1,1,1,22,2,6,11,14
1,1,1,91,2,3,26,28
1,1,1,91,2,3,26,29
1,1,1,97,2,5,21,27
1,1,2,135,2,5,5,32
1,1,2,8,1,4,4,6
1,1,2,8,1,4,4,7
1,1,2,8,1,4,4,8
1,2,1,106,1,1,22,27
1,2,1,106,1,1,22,28
1,2,1,106,1,1,22,29
1,2,1,106,1,1,22,30
1,2,1,106,1,1,22,31
1,2,1,140,2,3,17,37
1,2,1,140,2,3,17,38
1,2,1,153,2,8,11,36
1,2,1,16,2,5,9,2
1,2,1,16,2,5,9,4
1,2,1,16,2,5,9,13
1,2,1,16,2,5,9,14
1,2,1,27,2,7,5,9
1,2,1,62,2,6,21,25
1,2,1,62,2,6,21,26
1,2,2,150,2,3,1,35
1,2,2,38,2,5,8,15
1,2,2,38,2,5,8,18
1,2,2,69,2,7,5,20
1,2,2,69,2,7,5,21
1,2,2,8,1,4,4,6
1,2,2,8,1,4,4,7
1,2,2,8,1,4,4,8
1,2,2,93,1,2,25,32
1,2,2,93,1,2,25,33
1,2,2,93,1,2,25,34
1,3,1,160,1,4,27,35
1,3,1,160,1,4,27,36
1,3,1,160,1,4,27,37
1,3,1,160,1,4,27,38
1,3,1,23,1,2,12,2
1,3,1,23,1,2,12,4
1,3,1,23,1,2,12,9
1,3,1,23,1,2,12,10
1,3,1,23,1,2,12,11
1,3,1,23,1,2,12,13
1,3,1,64,2,7,21,19
1,3,1,85,2,6,11,25
1,3,1,85,2,6,11,26
1,3,1,89,1,1,25,27
1,3,1,89,1,1,25,28
1,3,1,89,1,1,25,29
1,3,1,89,1,1,25,30
1,3,1,89,1,1,25,31
1,3,1,9,2,5,5,6
1,3,2,134,1,2,14,32
1,3,2,134,1,2,14,33
1,3,2,134,1,2,14,34
1,3,2,172,1,9,18,39
1,3,2,28,2,7,5,2
1,3,2,28,2,7,5,4
1,3,2,28,2,7,5,10
1,3,2,28,2,7,5,13
1,3,2,56,1,1,15,19
1,3,2,56,1,1,15,20
1,3,2,56,1,1,15,21
1,3,2,56,1,1,15,22
1,3,2,56,1,1,15,23
1,3,2,97,2,5,21,27
1,4,1,11,1,2,6,2
1,4,1,11,1,2,6,4
1,4,1,11,1,2,6,9
1,4,1,11,1,2,6,10
1,4,1,11,1,2,6,11
1,4,1,11,1,2,6,12
1,4,1,11,1,2,6,13
1,4,1,121,1,1,27,32
1,4,1,121,1,1,27,33
1,4,1,121,1,1,27,34
1,4,1,138,2,3,21,35
1,4,1,162,2,5,3,36
1,4,1,176,1,10,15,40
1,4,1,82,2,7,5,25
1,4,1,82,2,7,5,26
1,4,1,90,2,6,11,27
1,4,2,108,2,5,21,28
1,4,2,108,2,5,21,29
1,4,2,11,1,2,6,2
1,4,2,11,1,2,6,4
1,4,2,11,1,2,6,9
1,4,2,11,1,2,6,10
1,4,2,11,1,2,6,11
1,4,2,11,1,2,6,12
1,4,2,11,1,2,6,13
1,4,2,116,2,3,20,30
1,4,2,116,2,3,20,31
1,4,2,123,2,7,3,33
1,4,2,123,2,7,3,34
1,4,2,48,1,1,15,19
1,4,2,48,1,1,15,20
1,4,2,48,1,1,15,21
1,4,2,48,1,1,15,22
1,4,2,48,1,1,15,23
1,5,1,118,2,7,20,27
1,5,1,133,2,5,21,33
1,5,1,133,2,5,21,34
1,5,1,143,2,8,27,36
1,5,1,2,2,3,2,1
1,5,1,2,2,3,2,2
1,5,1,26,2,6,5,11
1,5,1,33,1,1,13,8
1,5,1,33,1,1,13,15
1,5,1,33,1,1,13,16
1,5,1,33,1,1,13,17
1,5,1,60,1,2,15,24
1,5,1,60,1,2,15,25
1,5,1,60,1,2,15,26
1,5,2,101,2,5,21,33
1,5,2,120,2,7,20,30
1,5,2,120,2,7,20,31
1,5,2,126,2,3,12,28
1,5,2,126,2,3,12,29
1,5,2,17,1,1,10,2
1,5,2,17,1,1,10,4
1,5,2,17,1,1,10,9
1,5,2,17,1,1,10,10
1,5,2,17,1,1,10,11
1,5,2,17,1,1,10,12
1,5,2,17,1,1,10,13
1,5,2,51,2,6,17,22
1,5,2,51,2,6,17,23
1,6,1,147,1,1,14,36
1,6,1,179,2,5,21,27
1,6,1,35,1,7,13,17
1,6,1,79,2,3,20,25
1,6,1,79,2,3,20,26
1,6,2,139,2,3,17,36
1,6,2,22,2,6,11,2
1,6,2,22,2,6,11,4
1,6,2,22,2,6,11,13
1,6,2,22,2,6,11,14
1,6,2,70,2,7,10,22
1,6,2,70,2,7,10,23
1,6,2,75,2,5,24,24
2,1,1,12,2,5,7,9
2,1,1,94,2,6,11,32
2,1,2,167,2,8,6,38
2,1,2,51,2,6,17,22
2,1,2,51,2,6,17,23
2,1,2,68,2,7,10,19
2,1,2,98,2,5,21,28
2,1,3,6,2,3,3,3
2,1,3,6,2,3,3,4
2,2,1,106,1,1,22,27
2,2,1,106,1,1,22,28
2,2,1,106,1,1,22,29
2,2,1,106,1,1,22,30
2,2,1,106,1,1,22,31
2,2,1,132,2,6,16,32
2,2,1,73,2,8,12,25
2,2,1,73,2,8,12,26
2,2,1,75,2,5,24,24
2,2,2,103,2,7,20,31
2,2,2,129,2,8,23,32
2,2,2,166,1,2,6,38
2,2,2,177,2,9,15,40
2,2,2,21,2,6,11,12
2,2,2,80,1,1,10,24
2,2,2,80,1,1,10,25
2,2,2,80,1,1,10,26
2,2,2,98,2,5,21,28
2,2,3,7,2,3,3,5
2,3,1,109,2,5,21,30
2,3,1,109,2,5,21,31
2,3,1,110,1,2,22,32
2,3,1,110,1,2,22,33
2,3,1,110,1,2,22,34
2,3,1,119,2,7,20,28
2,3,1,119,2,7,20,29
2,3,1,125,2,3,12,27
2,3,1,51,2,6,17,22
2,3,1,51,2,6,17,23
2,3,2,154,2,8,11,37
2,3,2,154,2,8,11,38
2,3,2,5,2,3,3,1
2,3,2,5,2,3,3,2
2,3,2,89,1,1,25,27
2,3,2,89,1,1,25,28
2,3,2,89,1,1,25,29
2,3,2,89,1,1,25,30
2,3,2,89,1,1,25,31
2,4,1,152,1,2,25,36
2,4,1,152,1,2,25,37
2,4,1,152,1,2,25,38
2,4,1,178,1,1,22,27
2,4,1,178,1,1,22,28
2,4,1,178,1,1,22,29
2,4,1,178,1,1,22,30
2,4,1,178,1,1,22,31
2,4,1,178,1,1,22,32
2,4,1,178,1,1,22,33
2,4,1,178,1,1,22,34
2,4,1,45,2,5,14,19
2,4,1,58,2,3,20,20
2,4,1,58,2,3,20,21
2,4,1,66,2,7,21,22
2,4,1,66,2,7,21,23
2,4,2,163,2,5,3,37
2,4,2,163,2,5,3,38
2,4,2,42,2,6,11,20
2,4,2,42,2,6,11,21
2,4,2,92,2,3,26,30
2,4,2,92,2,3,26,31
2,5,1,107,2,5,21,27
2,5,1,115,2,3,20,28
2,5,1,115,2,3,20,29
2,5,1,131,1,1,15,32
2,5,1,131,1,1,15,33
2,5,1,131,1,1,15,34
2,5,1,141,1,2,27,35
2,5,1,141,1,2,27,36
2,5,1,141,1,2,27,37
2,5,1,141,1,2,27,38
2,5,2,156,2,3,4,37
2,5,2,156,2,3,4,38
2,5,2,32,2,6,3,8
2,5,2,32,2,6,3,17
2,5,2,69,2,7,5,20
2,5,2,69,2,7,5,21
2,6,1,101,2,5,21,33
2,6,1,26,2,6,5,11
2,6,1,36,1,7,13,8
2,6,1,36,1,7,13,18
2,6,1,91,2,3,26,28
2,6,1,91,2,3,26,29
2,6,2,14,2,5,8,11
2,6,2,33,1,1,13,8
2,6,2,33,1,1,13,15
2,6,2,33,1,1,13,16
2,6,2,33,1,1,13,17
3,1,1,10,2,5,5,7
3,1,1,10,2,5,5,8
3,1,1,130,2,8,23,33
3,1,1,130,2,8,23,34
3,1,1,42,2,6,11,20
3,1,1,42,2,6,11,21
3,1,2,10,2,5,5,7
3,1,2,10,2,5,5,8
3,1,2,158,2,8,23,35
3,2,1,133,2,5,21,33
3,2,1,133,2,5,21,34
3,2,1,36,1,7,13,8
3,2,1,36,1,7,13,18
3,2,1,94,2,6,11,32
3,2,2,159,2,8,23,35
3,2,2,16,2,5,9,2
3,2,2,16,2,5,9,4
3,2,2,16,2,5,9,13
3,2,2,16,2,5,9,14
3,2,2,174,1,9,18,39
3,2,2,24,2,6,5,9
3,2,2,34,1,7,13,15
3,2,2,92,2,3,26,30
3,2,2,92,2,3,26,31
3,3,1,112,2,7,11,33
3,3,1,112,2,7,11,34
3,3,1,114,2,3,20,27
3,3,1,132,2,6,16,32
3,3,1,99,2,5,17,30
3,3,2,156,2,3,4,37
3,3,2,156,2,3,4,38
3,3,2,159,2,8,23,35
3,3,2,181,2,5,21,30
3,3,2,181,2,5,21,31
3,3,2,43,2,6,11,22
3,3,2,43,2,6,11,23
3,4,1,137,1,2,15,35
3,4,1,137,1,2,15,36
3,4,1,137,1,2,15,37
3,4,1,137,1,2,15,38
3,4,1,178,1,1,22,27
3,4,1,178,1,1,22,28
3,4,1,178,1,1,22,29
3,4,1,178,1,1,22,30
3,4,1,178,1,1,22,31
3,4,1,178,1,1,22,32
3,4,1,178,1,1,22,33
3,4,1,178,1,1,22,34
