day_week,number_pair,pair_type,id_class,id_type_class,id_audience,id_teacher,id_group
1,1,1,10,2,5,5,7
1,1,1,10,2,5,5,8
1,1,1,3,2,3,2,3
1,1,1,3,2,3,2,4
1,1,1,90,2,6,11,27
1,1,2,126,2,3,12,28
1,1,2,126,2,3,12,29
1,2,1,11,1,2,6,2
1,2,1,11,1,2,6,4
1,2,1,11,1,2,6,9
1,2,1,11,1,2,6,10
1,2,1,11,1,2,6,11
1,2,1,11,1,2,6,12
1,2,1,11,1,2,6,13
1,2,1,59,2,3,20,22
1,2,1,59,2,3,20,23
1,2,1,81,2,7,10,24
1,2,2,115,2,3,20,28
1,2,2,115,2,3,20,29
1,2,2,132,2,6,16,32
1,2,2,166,1,2,6,38
1,2,2,175,2,9,18,39
1,2,2,27,2,7,5,9
1,3,1,145,1,1,22,35
1,3,1,17,1,2,10,2
1,3,1,17,1,2,10,4
1,3,1,17,1,2,10,9
1,3,1,17,1,2,10,10
1,3,1,17,1,2,10,11
1,3,1,17,1,2,10,12
1,3,1,17,1,2,10,13
1,3,1,78,2,3,20,24
1,3,1,98,2,5,21,28
1,3,2,116,2,3,20,30
1,3,2,116,2,3,20,31
1,3,2,14,2,5,8,11
1,3,2,141,1,4,27,35
1,3,2,141,1,4,27,36
1,3,2,141,1,4,27,37
1,3,2,141,1,4,27,38
1,3,2,182,2,1,11,32
1,3,2,30,1,2,6,8
1,3,2,30,1,2,6,15
1,3,2,30,1,2,6,16
1,3,2,30,1,2,6,17
1,3,2,69,2,7,5,20
1,3,2,69,2,7,5,21
1,3,3,49,2,6,16,19
1,4,1,108,2,5,21,28
1,4,1,108,2,5,21,29
1,4,1,148,2,8,14,36
1,4,1,23,1,2,12,2
1,4,1,23,1,2,12,4
1,4,1,23,1,2,12,9
1,4,1,23,1,2,12,10
1,4,1,23,1,2,12,11
1,4,1,23,1,2,12,13
1,4,1,31,2,6,3,15
1,4,1,31,2,6,3,16
1,4,1,35,1,7,13,17
1,4,1,80,1,1,10,24
1,4,1,80,1,1,10,25
1,4,1,80,1,1,10,26
1,4,2,104,2,7,20,34
1,4,2,159,2,8,23,35
1,4,2,169,2,3,22,37
1,4,2,38,2,5,8,15
1,4,2,38,2,5,8,18
1,4,2,43,2,6,11,22
1,4,2,43,2,6,11,23
1,4,2,80,1,1,10,24
1,4,2,80,1,1,10,25
1,4,2,80,1,1,10,26
1,5,1,121,1,1,27,32
1,5,1,121,1,1,27,33
1,5,1,121,1,1,27,34
1,5,1,180,2,5,21,28
1,5,1,180,2,5,21,29
1,5,1,19,2,6,10,10
