day_week,number_pair,pair_type,id_class,id_type_class,id_audience,id_teacher,id_group
1,1,1,81,2,13,10,24
1,1,2,84,2,12,11,24
1,1,2,122,2,13,3,32
1,1,3,76,2,11,24,25
1,1,3,76,2,11,24,26
1,2,2,96,1,7,15,27
1,2,2,96,1,7,15,28
1,2,2,96,1,7,15,30
1,2,2,96,1,7,15,32
1,2,2,96,1,7,15,33
1,2,3,6,2,9,3,3
1,2,3,6,2,9,3,4
1,2,3,35,1,13,13,17
1,2,3,45,2,11,14,19
1,2,3,80,1,8,10,24
1,2,3,80,1,8,10,25
1,2,3,80,1,8,10,26
1,3,1,64,2,13,21,19
1,3,1,83,1,8,10,24
1,3,1,83,1,8,10,25
1,3,1,83,1,8,10,26
1,3,1,113,1,7,25,27
1,3,1,113,1,7,25,28
1,3,1,113,1,7,25,29
1,3,1,113,1,7,25,30
1,3,1,113,1,7,25,31
1,3,2,68,2,13,10,19
1,3,2,106,1,7,22,27
1,3,2,106,1,7,22,28
1,3,2,106,1,7,22,29
1,3,2,106,1,7,22,30
1,3,2,106,1,7,22,31
1,3,3,15,2,11,3,12
1,3,3,156,2,9,4,37
1,3,3,156,2,9,4,38
1,4,1,68,2,13,10,19
1,4,1,77,1,7,25,24
1,4,1,77,1,7,25,25
1,4,1,77,1,7,25,26
1,4,2,68,2,13,10,19
1,4,3,117,1,8,27,27
1,4,3,117,1,8,27,28
1,4,3,117,1,8,27,29
1,4,3,117,1,8,27,30
1,4,3,117,1,8,27,31
1,4,3,138,2,9,21,35
1,4,3,163,2,11,3,37
1,4,3,163,2,11,3,38
1,5,1,18,2,12,10,9
1,5,1,86,1,7,25,24
1,5,1,86,1,7,25,25
1,5,1,86,1,7,25,26
1,5,1,141,1,8,27,35
1,5,1,141,1,8,27,36
1,5,1,141,1,8,27,37
1,5,1,141,1,8,27,38
1,5,2,2,2,9,2,1
1,5,2,2,2,9,2,2
1,5,2,49,2,12,16,19
1,5,2,149,1,10,1,35
1,5,2,149,1,10,1,36
1,5,2,171,2,14,28,38
1,5,3,108,2,11,21,28
1,5,3,108,2,11,21,29
1,5,3,118,2,13,20,27
1,6,1,18,2,12,10,9
1,6,1,87,2,9,20,24
1,6,1,101,2,11,21,33
1,6,2,57,2,9,20,19
1,6,2,65,2,13,21,20
1,6,2,65,2,13,21,21
2,1,1,152,1,8,25,36
2,1,1,152,1,8,25,37
2,1,1,152,1,8,25,38
2,1,2,52,1,8,18,19
2,1,2,52,1,8,18,20
2,1,2,52,1,8,18,21
2,1,2,52,1,8,18,22
2,1,2,52,1,8,18,23
2,1,3,20,2,12,11,11
2,2,1,142,2,14,27,35
2,2,2,157,1,14,23,35
2,2,2,170,1,7,25,38
2,2,2,174,1,16,18,39
2,2,3,1,1,8,1,1
2,2,3,1,1,8,1,2
2,2,3,1,1,8,1,3
2,2,3,1,1,8,1,4
2,2,3,1,1,8,1,5
2,2,3,43,2,12,11,22
2,2,3,43,2,12,11,23
2,2,3,69,2,13,5,20
2,2,3,69,2,13,5,21
2,2,3,92,2,9,26,30
2,2,3,92,2,9,26,31
2,2,3,162,2,11,3,36
2,3,1,19,2,12,10,10
2,3,1,69,2,13,5,20
2,3,1,69,2,13,5,21
2,3,1,78,2,9,20,24
2,3,1,106,1,7,22,27
2,3,1,106,1,7,22,28
2,3,1,106,1,7,22,29
2,3,1,106,1,7,22,30
2,3,1,106,1,7,22,31
2,3,2,84,2,12,11,24
2,3,2,102,1,8,15,29
2,3,2,102,1,8,15,31
2,3,2,102,1,8,15,34
2,3,2,140,2,9,17,37
2,3,2,140,2,9,17,38
2,3,3,47,2,11,2,22
2,3,3,47,2,11,2,23
2,3,3,159,2,14,23,35
2,4,1,55,2,13,19,22
2,4,1,55,2,13,19,23
2,4,1,74,1,8,24,24
2,4,1,74,1,8,24,25
2,4,1,74,1,8,24,26
2,4,2,51,2,12,17,22
2,4,2,51,2,12,17,23
2,4,2,60,1,8,15,24
2,4,2,60,1,8,15,25
2,4,2,60,1,8,15,26
