day_week,number_pair,pair_type,id_class,id_type_class,id_audience,id_teacher,id_group
1,1,1,12,2,5,7,9
1,1,1,139,2,3,17,36
1,1,1,175,2,9,18,39
1,1,2,121,1,2,27,32
1,1,2,121,1,2,27,33
1,1,2,121,1,2,27,34
1,1,2,157,1,8,23,35
1,1,2,25,2,6,5,2
1,1,2,25,2,6,5,4
1,1,2,25,2,6,5,10
1,1,2,25,2,6,5,13
1,1,2,99,2,5,17,30
1,2,1,135,2,5,5,32
1,2,1,140,2,3,17,37
1,2,1,140,2,3,17,38
1,2,1,45,2,5,14,19
1,2,2,118,2,7,20,27
1,2,2,120,2,7,20,30
1,2,2,120,2,7,20,31
1,2,2,142,2,8,27,35
1,2,2,23,1,2,12,2
1,2,2,23,1,2,12,4
1,2,2,23,1,2,12,9
1,2,2,23,1,2,12,10
1,2,2,23,1,2,12,11
1,2,2,23,1,2,12,13
1,2,2,81,2,7,10,24
1,3,1,10,2,5,5,7
1,3,1,10,2,5,5,8
1,3,1,138,2,3,21,35
1,3,1,169,2,3,22,37
1,3,1,20,2,6,11,11
1,3,1,21,2,6,11,12
1,3,1,64,2,7,21,19
1,3,1,83,1,1,10,24
1,3,1,83,1,1,10,25
1,3,1,83,1,1,10,26
1,3,2,17,1,1,10,2
1,3,2,17,1,1,10,4
1,3,2,17,1,1,10,9
1,3,2,17,1,1,10,10
1,3,2,17,1,1,10,11
1,3,2,17,1,1,10,12
1,3,2,17,1,1,10,13
1,3,2,34,1,7,13,15
1,3,2,77,1,1,25,24
1,3,2,77,1,1,25,25
1,3,2,77,1,1,25,26
1,3,2,92,2,3,26,30
1,3,2,92,2,3,26,31
1,3,2,97,2,5,21,27
1,4,1,119,2,7,20,28
1,4,1,119,2,7,20,29
1,4,1,145,1,1,22,35
1,4,1,15,2,5,3,12
1,4,1,38,2,5,8,15
1,4,1,38,2,5,8,18
1,4,1,74,1,2,24,24
1,4,1,74,1,2,24,25
1,4,1,74,1,2,24,26
1,4,1,8,1,4,4,6
1,4,1,8,1,4,4,7
1,4,1,8,1,4,4,8
1,4,2,107,2,5,21,27
1,4,2,108,2,5,21,28
1,4,2,108,2,5,21,29
1,4,2,5,2,3,3,1
1,4,2,5,2,3,3,2
1,4,2,6,2,3,3,3
1,4,2,6,2,3,3,4
1,4,2,84,2,6,11,24
1,4,2,92,2,3,26,30
1,4,2,92,2,3,26,31
1,4,3,70,2,7,10,22
1,4,3,70,2,7,10,23
1,5,1,103,2,7,20,31
1,5,1,126,2,3,12,28
1,5,1,126,2,3,12,29
1,5,1,37,1,2,6,8
1,5,1,37,1,2,6,15
1,5,1,37,1,2,6,17
1,5,1,37,1,2,6,18
1,5,1,60,1,1,15,24
1,5,1,60,1,1,15,25
1,5,1,60,1,1,15,26
1,5,2,124,1,1,23,27
1,5,2,124,1,1,23,28
1,5,2,124,1,1,23,29
1,5,2,124,1,1,23,30
1,5,2,124,1,1,23,31
1,5,2,43,2,6,11,22
1,5,2,43,2,6,11,23
1,5,2,5,2,3,3,1
1,5,2,5,2,3,3,2
1,6,1,33,1,1,13,8
1,6,1,33,1,1,13,15
1,6,1,33,1,1,13,16
1,6,1,33,1,1,13,17
1,6,1,4,2,3,2,5
1,6,2,51,2,6,17,22
1,6,2,51,2,6,17,23
1,6,2,99,2,5,17,30
2,1,1,85,2,6,11,25
2,1,1,85,2,6,11,26
2,1,2,135,2,5,5,32
2,1,2,170,1,1,25,38
2,1,2,181,2,5,21,30
2,1,2,181,2,5,21,31
2,1,2,69,2,7,5,20
2,1,2,69,2,7,5,21
2,1,2,76,2,5,24,25
2,1,2,76,2,5,24,26
2,2,1,106,1,2,22,27
2,2,1,106,1,2,22,28
2,2,1,106,1,2,22,29
2,2,1,106,1,2,22,30
2,2,1,106,1,2,22,31
2,2,1,146,2,3,22,35
2,2,1,168,1,1,22,37
2,2,1,34,1,7,13,15
2,2,1,50,2,6,17,20
2,2,1,50,2,6,17,21
2,2,1,73,2,8,12,25
2,2,1,73,2,8,12,26
2,2,2,127,2,3,12,30
2,2,2,127,2,3,12,31
2,2,2,156,2,3,4,37
2,2,2,156,2,3,4,38
2,2,2,161,2,5,3,35
2,2,2,75,2,5,24,24
2,2,2,93,1,2,25,32
2,2,2,93,1,2,25,33
2,2,2,93,1,2,25,34
2,3,1,11,1,2,6,2
2,3,1,11,1,2,6,4
2,3,1,11,1,2,6,9
2,3,1,11,1,2,6,10
2,3,1,11,1,2,6,11
2,3,1,11,1,2,6,12
2,3,1,11,1,2,6,13
2,3,1,153,2,8,11,36
2,3,1,35,1,7,13,17
2,3,1,57,2,3,20,19
2,3,1,80,1,2,10,24
2,3,1,80,1,2,10,25
2,3,1,80,1,2,10,26
2,3,1,89,1,1,25,27
2,3,1,89,1,1,25,28
2,3,1,89,1,1,25,29
2,3,1,89,1,1,25,30
2,3,1,89,1,1,25,31
2,3,2,112,2,7,11,33
2,3,2,112,2,7,11,34
2,3,2,137,1,2,15,35
2,3,2,137,1,2,15,36
2,3,2,137,1,2,15,37
2,3,2,137,1,2,15,38
2,3,2,68,2,7,10,19
2,3,2,70,2,7,10,22
2,3,2,70,2,7,10,23
2,3,2,8,1,4,4,6
2,3,2,8,1,4,4,7
2,3,2,8,1,4,4,8
2,3,2,94,2,6,11,32
2,4,1,107,2,5,21,27
2,4,1,116,2,3,20,30
2,4,1,116,2,3,20,31
2,4,1,167,2,8,6,38
2,4,1,32,2,6,3,8
2,4,1,32,2,6,3,17
2,4,1,78,2,3,20,24
2,4,1,91,2,3,26,28
2,4,1,91,2,3,26,29
2,4,2,115,2,3,20,28
2,4,2,115,2,3,20,29
2,4,2,131,1,1,15,32
2,4,2,131,1,1,15,33
2,4,2,131,1,1,15,34
2,4,2,150,2,3,1,35
2,4,2,154,2,8,11,37
2,4,2,154,2,8,11,38
2,4,2,51,2,6,17,22
