day_week,number_pair,pair_type,id_class,id_type_class,id_audience,id_teacher,id_group
1,1,1,117,1,7,27,27
1,1,1,117,1,7,27,28
1,1,1,117,1,7,27,29
1,1,1,117,1,7,27,30
1,1,1,117,1,7,27,31
1,1,1,151,2,9,1,36
1,1,2,102,1,7,15,29
1,1,2,102,1,7,15,31
1,1,2,102,1,7,15,34
1,1,2,122,2,13,3,32
1,1,2,142,2,14,27,35
1,1,3,18,2,12,10,9
1,1,3,45,2,11,14,19
1,2,1,176,1,15,15,40
1,2,2,123,2,13,3,33
1,2,2,123,2,13,3,34
1,2,2,157,1,14,23,35
1,2,2,175,2,15,18,39
1,2,3,89,1,7,25,27
1,2,3,89,1,7,25,28
1,2,3,89,1,7,25,29
1,2,3,89,1,7,25,30
1,2,3,89,1,7,25,31
1,2,3,135,2,11,5,32
1,3,1,29,2,13,5,11
1,3,1,88,2,9,20,25
1,3,1,88,2,9,20,26
1,3,1,98,2,11,21,28
1,3,1,131,1,7,15,32
1,3,1,131,1,7,15,33
1,3,1,131,1,7,15,34
1,3,2,28,2,13,5,2
1,3,2,28,2,13,5,4
1,3,2,28,2,13,5,10
1,3,2,28,2,13,5,13
1,3,2,182,2,7,11,32
1,3,3,8,1,8,4,6
1,3,3,8,1,8,4,7
1,3,3,8,1,8,4,8
1,3,3,31,2,12,3,15
1,3,3,31,2,12,3,16
1,4,1,100,2,11,21,32
1,4,1,183,2,13,11,33
1,4,1,183,2,13,11,34
1,4,2,154,2,14,11,37
1,4,2,154,2,14,11,38
1,4,3,25,2,12,5,2
1,4,3,25,2,12,5,4
1,4,3,25,2,12,5,10
1,4,3,25,2,12,5,13
1,4,3,30,1,8,6,8
1,4,3,30,1,8,6,15
1,4,3,30,1,8,6,16
1,4,3,30,1,8,6,17
1,4,3,79,2,9,20,25
1,4,3,79,2,9,20,26
1,5,1,128,1,7,23,32
1,5,1,128,1,7,23,33
1,5,1,128,1,7,23,34
1,5,1,138,2,9,21,35
1,5,3,16,2,11,9,2
1,5,3,16,2,11,9,4
1,5,3,16,2,11,9,13
1,5,3,16,2,11,9,14
1,5,3,82,2,13,5,25
1,5,3,82,2,13,5,26
1,5,3,84,2,12,11,24
1,6,1,112,2,13,11,33
1,6,1,112,2,13,11,34
1,6,1,169,2,9,22,37
1,6,3,47,2,11,2,22
1,6,3,47,2,11,2,23
1,6,3,62,2,12,21,25
1,6,3,62,2,12,21,26
2,1,3,69,2,13,5,20
2,1,3,69,2,13,5,21
2,1,3,127,2,9,12,30
2,1,3,127,2,9,12,31
2,1,3,180,2,11,21,28
2,1,3,180,2,11,21,29
2,2,1,42,2,12,11,20
2,2,1,42,2,12,11,21
2,2,2,71,1,7,23,24
2,2,2,71,1,7,23,25
2,2,2,71,1,7,23,26
2,2,3,70,2,13,10,22
2,2,3,70,2,13,10,23
2,2,3,101,2,11,21,33
2,2,3,106,1,8,22,27
2,2,3,106,1,8,22,28
2,2,3,106,1,8,22,29
2,2,3,106,1,8,22,30
2,2,3,106,1,8,22,31
2,3,2,4,2,9,2,5
2,3,3,43,2,12,11,22
2,3,3,43,2,12,11,23
2,3,3,80,1,7,10,24
2,3,3,80,1,7,10,25
2,3,3,80,1,7,10,26
2,3,3,109,2,11,21,30
2,3,3,109,2,11,21,31
2,3,3,119,2,13,20,28
2,3,3,119,2,13,20,29
2,3,3,130,2,14,23,33
2,3,3,130,2,14,23,34
2,4,1,86,1,8,25,24
2,4,1,86,1,8,25,25
2,4,1,86,1,8,25,26
2,4,3,17,1,7,10,2
2,4,3,17,1,7,10,4
2,4,3,17,1,7,10,9
2,4,3,17,1,7,10,10
2,4,3,17,1,7,10,11
2,4,3,17,1,7,10,12
2,4,3,17,1,7,10,13
2,4,3,41,2,12,11,19
2,4,3,103,2,13,20,31
2,4,3,129,2,14,23,32
2,4,3,133,2,11,21,33
2,4,3,133,2,11,21,34
2,5,1,57,2,9,20,19
2,5,1,77,1,7,25,24
2,5,1,77,1,7,25,25
2,5,1,77,1,7,25,26
2,5,1,147,1,8,14,36
2,5,2,144,2,14,27,37
2,5,2,144,2,14,27,38
2,5,3,15,2,11,3,12
2,5,3,36,1,13,13,8
