day_week,number_pair,pair_type,id_class,id_type_class,id_audience,id_teacher,id_group
1,1,3,12,2,11,7,9
1,1,3,36,1,13,13,8
1,1,3,36,1,13,13,18
1,1,3,50,2,12,17,20
1,1,3,50,2,12,17,21
1,2,1,179,2,11,21,27
1,2,2,62,2,12,21,25
1,2,2,62,2,12,21,26
1,2,2,91,2,9,26,28
1,2,2,91,2,9,26,29
1,2,2,170,1,7,25,38
1,2,3,69,2,13,5,20
1,2,3,69,2,13,5,21
1,3,1,148,2,14,14,36
1,3,3,5,2,9,3,1
1,3,3,5,2,9,3,2
1,3,3,42,2,12,11,20
1,3,3,42,2,12,11,21
1,3,3,106,1,7,22,27
1,3,3,106,1,7,22,28
1,3,3,106,1,7,22,29
1,3,3,106,1,7,22,30
1,3,3,106,1,7,22,31
1,3,3,133,2,11,21,33
1,3,3,133,2,11,21,34
1,4,1,63,1,8,22,19
1,4,1,63,1,8,22,20
1,4,1,63,1,8,22,21
1,4,1,63,1,8,22,22
1,4,1,63,1,8,22,23
1,4,1,119,2,13,20,28
1,4,1,119,2,13,20,29
1,4,2,87,2,9,20,24
1,4,2,123,2,13,3,33
1,4,2,123,2,13,3,34
1,4,3,22,2,12,11,2
1,4,3,22,2,12,11,4
1,4,3,22,2,12,11,13
1,4,3,22,2,12,11,14
1,4,3,109,2,11,21,30
1,4,3,109,2,11,21,31
1,5,1,59,2,9,20,22
1,5,1,59,2,9,20,23
1,5,1,111,2,13,11,32
1,5,1,168,1,8,22,37
1,5,2,7,2,9,3,5
1,5,2,66,2,13,21,22
1,5,2,66,2,13,21,23
1,5,2,142,2,14,27,35
1,5,3,19,2,12,10,10
1,5,3,75,2,11,24,24
1,6,1,70,2,13,10,22
1,6,1,70,2,13,10,23
1,6,1,71,1,8,23,24
1,6,1,71,1,8,23,25
1,6,1,71,1,8,23,26
1,6,2,143,2,14,27,36
1,6,3,132,2,12,16,32
2,1,1,49,2,12,16,19
2,1,1,119,2,13,20,28
2,1,1,119,2,13,20,29
2,1,1,163,2,11,3,37
2,1,1,163,2,11,3,38
2,1,2,28,2,13,5,2
2,1,2,28,2,13,5,4
2,1,2,28,2,13,5,10
2,1,2,28,2,13,5,13
2,1,3,80,1,8,10,24
2,1,3,80,1,8,10,25
2,1,3,80,1,8,10,26
2,2,1,74,1,7,24,24
2,2,1,74,1,7,24,25
2,2,1,74,1,7,24,26
2,2,1,122,2,13,3,32
2,2,2,27,2,13,5,9
2,2,2,60,1,8,15,24
2,2,2,60,1,8,15,25
2,2,2,60,1,8,15,26
2,2,3,8,1,10,4,6
2,2,3,8,1,10,4,7
2,2,3,8,1,10,4,8
2,2,3,43,2,12,11,22
2,2,3,43,2,12,11,23
2,2,3,99,2,11,17,30
2,2,3,115,2,9,20,28
2,2,3,115,2,9,20,29
2,3,1,37,1,8,6,8
2,3,1,37,1,8,6,15
2,3,1,37,1,8,6,17
2,3,1,37,1,8,6,18
2,3,1,72,2,14,12,24
2,3,1,88,2,9,20,25
2,3,1,88,2,9,20,26
2,3,2,57,2,9,20,19
2,3,2,86,1,7,25,24
2,3,2,86,1,7,25,25
2,3,2,86,1,7,25,26
2,3,2,164,1,15,23,37
2,3,2,176,1,16,15,40
2,3,3,20,2,12,11,11
2,3,3,105,2,13,21,29
2,3,3,135,2,11,5,32
2,4,1,37,1,8,6,8
2,4,1,37,1,8,6,15
2,4,1,37,1,8,6,17
2,4,1,37,1,8,6,18
2,4,2,141,1,8,27,35
2,4,2,141,1,8,27,36
2,4,2,141,1,8,27,37
2,4,2,141,1,8,27,38
2,4,3,78,2,9,20,24
2,4,3,82,2,13,5,25
2,4,3,82,2,13,5,26
2,4,3,107,2,11,21,27
2,4,3,130,2,14,23,33
2,4,3,130,2,14,23,34
2,5,1,145,1,8,22,35
2,5,2,157,1,14,23,35
2,5,3,101,2,11,21,33
2,5,3,114,2,9,20,27
2,6,1,54,2,13,19,20
2,6,1,54,2,13,19,21
2,6,1,149,1,8,1,35
2,6,1,149,1,8,1,36
2,6,2,58,2,9,20,20
2,6,2,58,2,9,20,21
2,6,2,173,2,16,18,39
2,6,3,97,2,11,21,27
3,1,1,2,2,9,2,1
3,1,1,2,2,9,2,2
3,1,1,62,2,12,21,25
3,1,1,62,2,12,21,26
3,1,1,96,1,8,15,27
3,1,1,96,1,8,15,28
3,1,1,96,1,8,15,30
3,1,1,96,1,8,15,32
3,1,1,96,1,8,15,33
3,1,3,14,2,11,8,11
3,2,1,134,1,8,14,32
3,2,1,134,1,8,14,33
3,2,1,134,1,8,14,34
3,2,2,131,1,8,15,32
3,2,2,131,1,8,15,33
3,2,2,131,1,8,15,34
3,2,3,26,2,12,5,11
3,2,3,73,2,14,12,25
3,2,3,73,2,14,12,26
3,2,3,92,2,9,26,30
3,2,3,92,2,9,26,31
3,2,3,108,2,11,21,28
3,2,3,108,2,11,21,29
3,2,3,118,2,13,20,27
3,3,1,166,1,7,6,38
3,3,1,174,1,16,18,39
3,3,2,23,1,7,12,2
