day_week,number_pair,pair_type,id_class,id_type_class,id_audience,id_teacher,id_group
1,1,1,113,1,7,25,27
1,1,1,113,1,7,25,28
1,1,1,113,1,7,25,29
1,1,1,113,1,7,25,30
1,1,1,113,1,7,25,31
1,1,1,138,2,9,21,35
1,1,1,151,2,9,1,36
1,1,1,156,2,9,4,37
1,1,1,156,2,9,4,38
1,1,1,39,2,11,8,8
1,1,1,39,2,11,8,17
1,1,1,78,2,9,20,24
1,1,2,26,2,12,5,11
1,1,2,5,2,9,3,1
1,1,2,5,2,9,3,2
1,1,2,77,1,8,25,24
1,1,2,77,1,8,25,25
1,1,2,77,1,8,25,26
1,2,1,149,1,10,1,35
1,2,1,149,1,10,1,36
1,2,1,181,2,11,21,30
1,2,1,181,2,11,21,31
1,2,1,31,2,12,3,15
1,2,1,31,2,12,3,16
1,2,1,74,1,8,24,24
1,2,1,74,1,8,24,25
1,2,1,74,1,8,24,26
1,2,2,139,2,9,17,36
1,2,2,26,2,12,5,11
1,2,2,3,2,9,2,3
1,2,2,3,2,9,2,4
1,2,2,35,1,13,13,17
1,2,2,71,1,8,23,24
1,2,2,71,1,8,23,25
1,2,2,71,1,8,23,26
1,2,3,49,2,12,16,19
1,3,1,109,2,11,21,30
1,3,1,109,2,11,21,31
1,3,1,153,2,14,11,36
1,3,1,53,2,13,19,19
1,3,1,83,1,7,10,24
1,3,1,83,1,7,10,25
1,3,1,83,1,7,10,26
1,3,2,128,1,7,23,32
1,3,2,128,1,7,23,33
1,3,2,128,1,7,23,34
1,3,2,20,2,12,11,11
1,3,2,80,1,7,10,24
1,3,2,80,1,7,10,25
1,3,2,80,1,7,10,26
1,4,1,103,2,13,20,31
1,4,1,21,2,12,11,12
1,4,1,45,2,11,14,19
1,4,1,81,2,13,10,24
1,4,1,95,2,12,11,33
1,4,2,111,2,13,11,32
1,4,2,120,2,13,20,30
1,4,2,120,2,13,20,31
1,4,2,133,2,11,21,33
1,4,2,133,2,11,21,34
1,4,2,17,1,8,10,2
1,4,2,17,1,8,10,4
1,4,2,17,1,8,10,9
1,4,2,17,1,8,10,10
1,4,2,17,1,8,10,11
1,4,2,17,1,8,10,12
1,4,2,17,1,8,10,13
1,4,2,40,1,7,12,19
1,4,2,40,1,7,12,20
1,4,2,40,1,7,12,21
1,4,2,40,1,7,12,22
1,4,2,40,1,7,12,23
1,4,2,62,2,12,21,25
1,4,2,62,2,12,21,26
1,5,1,100,2,11,21,32
1,5,1,21,2,12,11,12
1,5,1,56,1,8,15,19
1,5,1,56,1,8,15,20
1,5,1,56,1,8,15,21
1,5,1,56,1,8,15,22
1,5,1,56,1,8,15,23
1,5,1,6,2,9,3,3
1,5,1,6,2,9,3,4
1,5,1,84,2,12,11,24
1,5,2,116,2,9,20,30
1,5,2,116,2,9,20,31
1,5,2,121,1,7,27,32
1,5,2,121,1,7,27,33
1,5,2,121,1,7,27,34
1,5,2,14,2,11,8,11
1,5,2,176,1,15,15,40
1,5,2,18,2,12,10,9
1,5,2,25,2,12,5,2
1,5,2,25,2,12,5,4
1,5,2,25,2,12,5,10
1,5,2,25,2,12,5,13
1,5,2,44,1,8,1,19
1,5,2,44,1,8,1,20
1,5,2,44,1,8,1,21
1,5,2,44,1,8,1,22
1,5,2,44,1,8,1,23
1,5,2,60,1,7,15,24
1,5,2,60,1,7,15,25
1,5,2,60,1,7,15,26
1,6,1,1,1,7,1,1
1,6,1,1,1,7,1,2
1,6,1,1,1,7,1,3
1,6,1,1,1,7,1,4
1,6,1,1,1,7,1,5
1,6,1,29,2,13,5,11
1,6,2,110,1,7,22,32
1,6,2,110,1,7,22,33
1,6,2,110,1,7,22,34
1,6,2,114,2,9,20,27
1,6,2,119,2,13,20,28
1,6,2,119,2,13,20,29
1,6,2,12,2,11,7,9
1,6,2,156,2,9,4,37
1,6,2,156,2,9,4,38
1,6,2,67,1,8,10,19
1,6,2,67,1,8,10,20
1,6,2,67,1,8,10,21
1,6,2,67,1,8,10,22
1,6,2,67,1,8,10,23
1,6,2,75,2,11,24,24
2,1,1,115,2,9,20,28
2,1,1,115,2,9,20,29
2,1,2,105,2,13,21,29
2,1,2,168,1,8,22,37
2,1,2,174,1,15,18,39
2,1,2,80,1,8,10,24
2,1,2,80,1,8,10,25
2,1,2,80,1,8,10,26
2,2,1,180,2,11,21,28
2,2,1,180,2,11,21,29
2,2,1,36,1,13,13,8
2,2,1,36,1,13,13,18
2,2,1,82,2,13,5,25
2,2,1,82,2,13,5,26
2,2,2,116,2,9,20,30
2,2,2,116,2,9,20,31
2,2,2,135,2,11,5,32
2,2,2,169,2,9,22,37
2,2,2,82,2,13,5,25
2,2,2,82,2,13,5,26
2,3,1,155,2,9,4,36
2,3,1,36,1,13,13,8
2,3,1,36,1,13,13,18
2,3,1,85,2,12,11,25
2,3,1,85,2,12,11,26
2,3,2,102,1,7,15,29
2,3,2,102,1,7,15,31
2,3,2,102,1,7,15,34
2,3,2,140,2,9,17,37
2,3,2,140,2,9,17,38
2,3,2,30,1,7,6,8
2,3,2,30,1,7,6,15
2,3,2,30,1,7,6,16
2,3,2,30,1,7,6,17
2,3,2,73,2,14,12,25
2,3,2,73,2,14,12,26
2,4,1,10,2,11,5,7
2,4,1,10,2,11,5,8
2,4,1,100,2,11,21,32
2,4,1,172,1,16,18,39
2,4,1,179,2,11,21,27
2,4,1,84,2,12,11,24
2,4,1,9,2,11,5,6
2,4,2,132,2,12,16,32
2,4,2,152,1,8,25,36
2,4,2,152,1,8,25,37
2,4,2,152,1,8,25,38
2,4,2,19,2,12,10,10
2,4,2,90,2,12,11,27
2,5,1,133,2,11,21,33
2,5,1,133,2,11,21,34
2,5,1,146,2,9,22,35
2,5,1,34,1,13,13,15
2,5,1,97,2,11,21,27
2,5,2,11,1,8,6,2
2,5,2,11,1,8,6,4
2,5,2,11,1,8,6,9
2,5,2,11,1,8,6,10
2,5,2,11,1,8,6,11
2,5,2,11,1,8,6,12
2,5,2,11,1,8,6,13
