day_week,number_pair,pair_type,id_class,id_type_class,id_audience,id_teacher,id_group
1,1,2,86,1,7,25,24
1,1,2,86,1,7,25,25
1,1,2,86,1,7,25,26
1,1,3,5,2,9,3,1
1,1,3,5,2,9,3,2
1,1,3,10,2,11,5,7
1,1,3,10,2,11,5,8
1,2,1,74,1,7,24,24
1,2,1,74,1,7,24,25
1,2,1,74,1,7,24,26
1,2,2,29,2,13,5,11
1,2,2,50,2,12,17,20
1,2,2,50,2,12,17,21
1,2,2,71,1,7,23,24
1,2,2,71,1,7,23,25
1,2,2,71,1,7,23,26
1,2,2,167,2,14,6,38
1,2,3,7,2,9,3,5
1,3,2,20,2,12,11,11
1,3,2,56,1,7,15,19
1,3,2,56,1,7,15,20
1,3,2,56,1,7,15,21
1,3,2,56,1,7,15,22
1,3,2,56,1,7,15,23
1,3,3,140,2,9,17,37
1,3,3,140,2,9,17,38
1,3,3,162,2,11,3,36
1,4,1,110,1,7,22,32
1,4,1,110,1,7,22,33
1,4,1,110,1,7,22,34
1,4,2,96,1,8,15,27
1,4,2,96,1,8,15,28
1,4,2,96,1,8,15,30
1,4,2,96,1,8,15,32
1,4,2,96,1,8,15,33
1,4,3,13,2,11,7,10
1,4,3,35,1,13,13,17
1,4,3,43,2,12,11,22
1,4,3,43,2,12,11,23
1,4,3,156,2,9,4,37
1,4,3,156,2,9,4,38
1,5,1,67,1,7,10,19
1,5,1,67,1,7,10,20
1,5,1,67,1,7,10,21
1,5,1,67,1,7,10,22
1,5,1,67,1,7,10,23
1,5,1,111,2,13,11,32
1,5,2,66,2,13,21,22
1,5,2,66,2,13,21,23
1,5,2,134,1,7,14,32
1,5,2,134,1,7,14,33
1,5,2,134,1,7,14,34
1,5,3,12,2,11,7,9
1,5,3,106,1,8,22,27
1,5,3,106,1,8,22,28
1,5,3,106,1,8,22,29
1,5,3,106,1,8,22,30
1,5,3,106,1,8,22,31
1,6,1,40,1,8,12,19
1,6,1,40,1,8,12,20
1,6,1,40,1,8,12,21
1,6,1,40,1,8,12,22
1,6,1,40,1,8,12,23
1,6,2,3,2,9,2,3
1,6,2,3,2,9,2,4
1,6,3,18,2,12,10,9
1,6,3,119,2,13,20,28
1,6,3,119,2,13,20,29
1,6,3,179,2,11,21,27
2,1,1,175,2,16,18,39
2,1,2,77,1,7,25,24
2,1,2,77,1,7,25,25
2,1,2,77,1,7,25,26
2,1,3,97,2,11,21,27
2,1,3,120,2,13,20,30
2,1,3,120,2,13,20,31
2,2,2,153,2,14,11,36
2,2,2,172,1,16,18,39
2,2,3,62,2,12,21,25
2,2,3,62,2,12,21,26
2,2,3,68,2,13,10,19
2,2,3,78,2,9,20,24
2,2,3,117,1,7,27,27
2,2,3,117,1,7,27,28
2,2,3,117,1,7,27,29
2,2,3,117,1,7,27,30
2,2,3,117,1,7,27,31
2,3,1,122,2,13,3,32
2,3,2,160,1,8,27,35
2,3,2,160,1,8,27,36
2,3,2,160,1,8,27,37
2,3,2,160,1,8,27,38
2,3,3,45,2,11,14,19
2,3,3,80,1,7,10,24
2,3,3,80,1,7,10,25
2,3,3,80,1,7,10,26
2,3,3,95,2,12,11,33
2,3,3,127,2,9,12,30
2,3,3,127,2,9,12,31
2,3,3,177,2,16,15,40
2,4,1,54,2,13,19,20
2,4,1,54,2,13,19,21
2,4,2,48,1,7,15,19
2,4,2,48,1,7,15,20
2,4,2,48,1,7,15,21
2,4,2,48,1,7,15,22
2,4,2,48,1,7,15,23
2,4,2,112,2,13,11,33
2,4,2,112,2,13,11,34
2,4,3,61,2,12,17,24
2,4,3,92,2,9,26,30
2,4,3,92,2,9,26,31
2,4,3,163,2,11,3,37
2,4,3,163,2,11,3,38
2,5,2,128,1,8,23,32
2,5,2,128,1,8,23,33
2,5,2,128,1,8,23,34
2,5,2,169,2,9,22,37
2,5,3,11,1,7,6,2
2,5,3,11,1,7,6,4
2,5,3,11,1,7,6,9
2,5,3,11,1,7,6,10
2,5,3,11,1,7,6,11
2,5,3,11,1,7,6,12
2,5,3,11,1,7,6,13
